seq_id,PCR01,PCR02,PCR03,PCR04,PCR05,PCR06,PCR07,PCR08,PCR09,PCR10
GCfix_006793,490,476,526.0,716.0,846.0,714.0,674.0,754.0,816.0,574.0
GCall_008165,490,630,604.0,700.0,838.0,716.0,672.0,788.0,702.0,488.0
GCfix_005294,490,364,150.0,76.0,38.0,28.0,22.0,26.0,10.0,2.0
GCfix_002865,490,332,186.0,182.0,118.0,74.0,56.0,44.0,18.0,16.0
GCall_009033,490,482,502.0,538.0,592.0,524.0,456.0,434.0,368.0,370.0
GCall_007674,492,280,166.0,112.0,80.0,32.0,36.0,26.0,22.0,22.0
GCall_003903,488,634,644.0,760.0,764.0,734.0,624.0,780.0,672.0,472.0
GCall_003527,488,554,526.0,582.0,526.0,422.0,394.0,320.0,294.0,210.0
GCfix_011395,488,626,622.0,794.0,916.0,752.0,752.0,842.0,722.0,526.0
GCfix_005155,490,578,710.0,888.0,782.0,744.0,740.0,812.0,678.0,564.0
GCall_004855,488,320,214.0,218.0,140.0,98.0,58.0,48.0,38.0,14.0
GCall_010052,486,302,168.0,146.0,68.0,64.0,36.0,58.0,32.0,16.0
GCall_007354,486,518,648.0,732.0,772.0,712.0,630.0,730.0,682.0,506.0
GCfix_009774,486,500,546.0,680.0,616.0,566.0,512.0,490.0,464.0,346.0
GCfix_004814,488,578,576.0,642.0,618.0,520.0,532.0,534.0,482.0,390.0
GCfix_002262,488,124,26.0,32.0,16.0,10.0,8.0,4.0,14.0,4.0
GCall_010081,486,568,576.0,746.0,720.0,700.0,648.0,668.0,678.0,488.0
GCall_008864,486,398,298.0,256.0,166.0,90.0,70.0,62.0,42.0,26.0
GCall_001267,486,232,110.0,68.0,30.0,10.0,14.0,6.0,14.0,2.0
GCfix_002668,486,646,594.0,722.0,730.0,712.0,598.0,612.0,580.0,404.0
GCfix_008116,482,266,90.0,58.0,42.0,10.0,14.0,2.0,4.0,2.0
GCfix_000661,484,626,666.0,872.0,880.0,790.0,820.0,892.0,884.0,622.0
GCall_004890,484,320,150.0,102.0,70.0,34.0,14.0,22.0,8.0,6.0
GCall_004494,484,502,556.0,648.0,716.0,630.0,580.0,636.0,516.0,412.0
GCfix_008688,482,314,282.0,222.0,166.0,128.0,124.0,68.0,108.0,66.0
GCfix_007304,484,580,716.0,835.0,908.0,814.0,786.0,942.0,1036.0,766.0
GCfix_003447,484,380,272.0,196.0,140.0,80.0,74.0,38.0,30.0,16.0
GCall_007709,482,572,582.0,801.0,708.0,708.0,748.0,818.0,716.0,496.0
GCall_009905,480,566,538.0,618.0,572.0,509.0,458.0,474.0,430.0,292.0
GCall_003109,484,356,268.0,224.0,156.0,88.0,48.0,34.0,46.0,22.0
GCall_000907,482,390,266.0,304.0,194.0,142.0,116.0,96.0,84.0,54.0
GCfix_003988,480,134,38.0,26.0,26.0,10.0,12.0,10.0,10.0,4.0
GCall_003628,478,502,646.0,632.0,592.0,482.0,402.0,370.0,348.0,240.0
GCfix_011090,478,148,98.0,62.0,46.0,16.0,8.0,10.0,8.0,6.0
GCall_008397,478,536,574.0,632.0,522.0,500.0,390.0,414.0,374.0,288.0
GCall_006946,482,368,250.0,206.0,150.0,100.0,70.0,78.0,42.0,26.0
GCfix_007757,480,572,604.0,640.0,734.0,656.0,694.0,824.0,812.0,586.0
GCfix_003478,478,368,234.0,172.0,116.0,72.0,34.0,30.0,22.0,20.0
GCall_003089,480,630,536.0,668.0,712.0,528.0,554.0,582.0,552.0,356.0
GCall_001203,476,594,624.0,820.0,784.0,744.0,762.0,870.0,822.0,598.0
GCfix_004364,478,630,674.0,772.0,686.0,602.0,602.0,690.0,554.0,384.0
GCfix_001713,476,218,75.0,24.0,36.0,30.0,22.0,24.0,6.0,8.0
GCall_009972,476,184,86.0,48.0,20.0,6.0,10.0,10.0,6.0,6.0
GCfix_002122,478,600,554.0,712.0,668.0,554.0,560.0,614.0,522.0,368.0
GCall_005210,476,700,724.0,936.0,928.0,748.0,832.0,964.0,754.0,602.0
GCall_005173,476,480,526.0,606.0,494.0,404.0,372.0,436.0,404.0,232.0
GCall_000293,474,310,214.0,94.0,74.0,26.0,26.0,4.0,8.0,4.0
GCfix_009764,476,460,526.0,590.0,548.0,586.0,450.0,470.0,414.0,296.0
GCfix_005845,476,264,148.0,70.0,50.0,10.0,12.0,4.0,6.0,2.0
GCfix_009246,478,328,212.0,174.0,124.0,78.0,34.0,30.0,28.0,22.0
GCfix_006390,476,90,18.0,22.0,2.0,6.0,10.0,4.0,2.0,2.0
GCall_000070,474,116,28.0,6.0,6.0,8.0,8.0,8.0,16.0,6.0
GCfix_006179,474,542,684.0,714.0,818.0,790.0,670.0,844.0,818.0,596.0
GCfix_001888,474,502,430.0,486.0,358.0,266.0,244.0,264.0,204.0,116.0
GCall_001778,476,522,644.0,834.0,890.0,748.0,742.0,900.0,748.0,638.0
GCall_001613,474,456,510.0,520.0,580.0,414.0,336.0,356.0,318.0,202.0
GCfix_008531,472,550,654.0,798.0,882.0,734.0,918.0,1000.0,930.0,722.0
GCall_004301,472,94,34.0,12.0,10.0,4.0,2.0,8.0,6.0,2.0
GCfix_001959,472,172,84.0,62.0,26.0,18.0,8.0,16.0,0.0,2.0
GCall_003537,470,424,250.0,212.0,160.0,96.0,90.0,52.0,26.0,30.0
GCfix_001921,476,518,504.0,600.0,586.0,460.0,392.0,452.0,348.0,270.0
GCall_004556,474,390,302.0,266.0,196.0,136.0,76.0,46.0,44.0,40.0
GCfix_011680,468,390,304.0,244.0,140.0,114.0,66.0,44.0,52.0,28.0
GCfix_006675,468,64,8.0,8.0,18.0,8.0,10.0,0.0,2.0,4.0
GCall_007967,466,480,534.0,614.0,554.0,424.0,360.0,366.0,340.0,192.0
GCall_002038,468,520,578.0,706.0,644.0,614.0,564.0,632.0,590.0,408.0
GCall_000011,466,562,658.0,682.0,718.0,620.0,526.0,654.0,618.0,360.0
GCfix_010919,468,516,528.0,544.0,512.0,434.0,332.0,392.0,332.0,194.0
GCfix_003752,466,116,48.0,28.0,18.0,8.0,0.0,10.0,6.0,4.0
GCall_010192,468,628,714.0,800.0,906.0,788.0,806.0,864.0,882.0,660.0
GCall_001080,468,486,612.0,818.0,848.0,740.0,814.0,990.0,950.0,808.0
GCfix_000494,464,498,482.0,478.0,514.0,396.0,348.0,326.0,324.0,204.0
GCall_007245,466,532,446.0,516.0,490.0,400.0,348.0,366.0,352.0,236.0
GCall_000946,468,384,292.0,252.0,186.0,110.0,66.0,80.0,40.0,20.0
GCall_011282,462,596,642.0,782.0,812.0,742.0,728.0,780.0,594.0,526.0
GCall_010980,464,506,442.0,482.0,470.0,354.0,300.0,358.0,262.0,156.0
GCfix_006416,464,186,60.0,26.0,24.0,14.0,12.0,18.0,4.0,10.0
GCfix_004354,462,578,574.0,665.0,596.0,536.0,494.0,580.0,478.0,386.0
GCfix_000543,462,530,594.0,748.0,854.0,738.0,688.0,762.0,748.0,480.0
GCall_006696,466,304,216.0,198.0,148.0,94.0,66.0,54.0,46.0,16.0
GCall_006623,462,316,278.0,240.0,122.0,92.0,62.0,56.0,28.0,26.0
GCall_005948,466,348,242.0,144.0,70.0,60.0,34.0,18.0,22.0,4.0
GCall_002983,462,746,886.0,1014.0,1102.0,920.0,900.0,1126.0,1100.0,838.0
GCall_000870,466,284,202.0,120.0,66.0,42.0,28.0,14.0,12.0,12.0
GCfix_002715,469,570,534.0,630.0,630.0,522.0,422.0,512.0,382.0,318.0
GCall_010329,464,612,628.0,832.0,874.0,738.0,668.0,846.0,858.0,644.0
GCall_004377,462,640,646.0,720.0,816.0,782.0,744.0,796.0,688.0,518.0
GCall_004213,464,540,542.0,714.0,594.0,536.0,462.0,480.0,448.0,386.0
GCfix_001331,462,404,272.0,182.0,146.0,84.0,50.0,38.0,28.0,30.0
GCfix_003192,464,610,590.0,732.0,740.0,690.0,694.0,784.0,710.0,524.0
GCall_002199,464,176,54.0,24.0,27.0,8.0,6.0,4.0,0.0,4.0
GCfix_008946,464,534,522.0,558.0,566.0,408.0,344.0,362.0,366.0,222.0
GCall_001056,462,590,668.0,806.0,824.0,706.0,734.0,748.0,750.0,592.0
GCall_000414,460,600,582.0,700.0,758.0,602.0,600.0,653.0,578.0,470.0
GCfix_009368,458,236,180.0,200.0,108.0,96.0,68.0,70.0,40.0,32.0
GCfix_002543,458,598,604.0,782.0,842.0,692.0,646.0,788.0,682.0,566.0
GCall_011209,458,390,286.0,292.0,238.0,146.0,124.0,104.0,72.0,54.0
GCall_009332,460,286,132.0,108.0,52.0,40.0,18.0,8.0,18.0,8.0
GCall_008141,460,336,286.0,226.0,174.0,112.0,84.0,70.0,28.0,10.0
GCall_011555,458,542,366.0,376.0,294.0,218.0,210.0,126.0,144.0,94.0
GCall_008498,456,248,126.0,34.0,36.0,10.0,18.0,26.0,18.0,10.0
GCall_006488,460,534,552.0,734.0,812.0,764.0,700.0,902.0,806.0,612.0
GCfix_008283,456,462,368.0,312.0,308.0,232.0,200.0,170.0,130.0,80.0
GCfix_006775,456,546,620.0,724.0,698.0,664.0,686.0,700.0,664.0,438.0
GCall_011896,454,92,24.0,8.0,16.0,16.0,14.0,4.0,6.0,10.0
GCall_009907,456,384,264.0,224.0,154.0,90.0,48.0,26.0,42.0,12.0
GCall_003077,458,304,182.0,84.0,66.0,38.0,24.0,32.0,22.0,14.0
GCall_000166,456,378,256.0,206.0,168.0,90.0,76.0,50.0,42.0,22.0
GCall_007880,464,574,690.0,882.0,902.0,880.0,910.0,1082.0,1076.0,798.0
GCfix_006125,456,456,360.0,374.0,332.0,192.0,180.0,168.0,128.0,50.0
GCall_011691,454,398,292.0,276.0,198.0,132.0,88.0,64.0,70.0,38.0
GCall_002225,452,340,166.0,102.0,66.0,40.0,22.0,32.0,12.0,20.0
GCall_001387,456,158,92.0,40.0,18.0,12.0,6.0,6.0,4.0,4.0
GCall_000834,452,276,254.0,200.0,138.0,62.0,74.0,32.0,20.0,20.0
GCfix_009230,454,516,520.0,620.0,626.0,432.0,376.0,376.0,348.0,296.0
GCfix_006184,454,582,674.0,834.0,908.0,802.0,892.0,944.0,894.0,702.0
GCfix_001733,454,80,22.0,14.0,10.0,8.0,4.0,4.0,4.0,2.0
GCall_010929,452,370,170.0,124.0,88.0,36.0,24.0,10.0,8.0,4.0
GCall_009745,450,550,646.0,796.0,882.0,782.0,780.0,870.0,866.0,666.0
GCall_009612,452,552,566.0,606.0,468.0,440.0,358.0,444.0,364.0,264.0
GCfix_002051,452,544,502.0,698.0,658.0,616.0,540.0,642.0,592.0,448.0
GCall_003620,448,558,766.0,846.0,798.0,782.0,778.0,846.0,900.0,660.0
GCall_002020,450,382,246.0,224.0,176.0,120.0,78.0,50.0,44.0,32.0
GCall_000634,450,580,560.0,598.0,632.0,520.0,422.0,478.0,438.0,308.0
GCfix_003174,450,452,396.0,424.0,294.0,188.0,188.0,126.0,102.0,42.0
GCall_001978,448,592,650.0,740.0,648.0,624.0,600.0,604.0,644.0,446.0
GCall_009985,450,536,520.0,664.0,748.0,736.0,664.0,794.0,792.0,568.0
GCall_000024,448,496,520.0,522.0,456.0,456.0,362.0,354.0,284.0,230.0
GCfix_007100,446,482,357.0,314.0,232.0,146.0,96.0,108.0,80.0,32.0
GCfix_005473,444,638,638.0,866.0,874.0,884.0,830.0,1046.0,1034.0,726.0
GCfix_002954,446,570,638.0,704.0,722.0,656.0,512.0,632.0,610.0,478.0
GCall_007316,448,478,658.0,776.0,766.0,716.0,732.0,740.0,796.0,526.0
GCall_009992,442,116,18.0,20.0,14.0,2.0,6.0,10.0,6.0,2.0
GCfix_011381,446,376,256.0,206.0,158.0,100.0,74.0,66.0,66.0,24.0
GCfix_009808,444,386,320.0,282.0,156.0,124.0,112.0,72.0,68.0,46.0
GCall_010523,446,308,180.0,186.0,120.0,84.0,42.0,40.0,28.0,12.0
GCall_002517,444,572,624.0,722.0,748.0,758.0,754.0,814.0,912.0,562.0
GCall_001015,442,120,54.0,24.0,18.0,10.0,18.0,6.0,8.0,2.0
GCfix_011522,444,474,508.0,662.0,876.0,598.0,620.0,668.0,664.0,516.0
GCfix_006932,444,334,250.0,226.0,194.0,166.0,70.0,76.0,64.0,34.0
GCfix_001516,442,142,38.0,26.0,14.0,8.0,12.0,18.0,4.0,8.0
GCfix_011811,442,152,46.0,22.0,4.0,12.0,8.0,4.0,8.0,4.0
GCall_003795,446,580,636.0,694.0,636.0,572.0,456.0,556.0,446.0,330.0
GCall_002734,440,328,220.0,190.0,120.0,78.0,38.0,32.0,24.0,16.0
GCfix_005198,442,546,654.0,680.0,800.0,720.0,728.0,918.0,846.0,568.0
GCall_005373,444,84,12.0,22.0,14.0,6.0,6.0,12.0,10.0,10.0
GCall_003266,442,314,254.0,212.0,150.0,94.0,86.0,64.0,56.0,26.0
GCfix_009836,444,534,470.0,472.0,490.0,366.0,368.0,292.0,306.0,218.0
GCfix_002438,440,154,68.0,30.0,20.0,10.0,4.0,20.0,4.0,8.0
GCall_009637,440,258,106.0,68.0,36.0,20.0,16.0,28.0,14.0,0.0
GCfix_001590,438,128,28.0,38.0,4.0,8.0,4.0,4.0,10.0,2.0
GCfix_000069,440,282,238.0,292.0,222.0,154.0,130.0,120.0,94.0,46.0
GCall_001445,436,556,512.0,563.0,504.0,384.0,364.0,382.0,386.0,247.0
GCfix_000939,440,558,578.0,640.0,802.0,680.0,710.0,834.0,698.0,522.0
GCall_007076,442,568,530.0,518.0,536.0,464.0,414.0,420.0,358.0,252.0
GCall_005548,436,74,12.0,10.0,8.0,4.0,4.0,4.0,2.0,4.0
GCall_005171,438,424,546.0,538.0,512.0,420.0,376.0,388.0,332.0,208.0
GCfix_004694,434,48,22.0,26.0,2.0,10.0,10.0,4.0,0.0,6.0
GCall_008497,436,186,68.0,48.0,28.0,12.0,14.0,20.0,12.0,4.0
GCall_002169,438,380,214.0,164.0,116.0,70.0,50.0,44.0,38.0,26.0
GCall_000366,438,580,654.0,806.0,878.0,728.0,742.0,910.0,834.0,570.0
GCfix_008425,436,284,98.0,92.0,38.0,30.0,10.0,6.0,16.0,8.0
GCfix_003573,436,540,584.0,600.0,626.0,542.0,462.0,610.0,500.0,244.0
GCall_004607,436,412,432.0,408.0,298.0,278.0,238.0,172.0,140.0,82.0
GCfix_011629,436,252,156.0,102.0,56.0,26.0,28.0,24.0,18.0,22.0
GCfix_007548,434,462,562.0,770.0,770.0,758.0,706.0,820.0,744.0,570.0
GCfix_003389,434,536,500.0,588.0,578.0,474.0,456.0,502.0,462.0,290.0
GCfix_002838,434,548,490.0,720.0,642.0,566.0,564.0,596.0,598.0,470.0
GCall_003974,434,310,202.0,174.0,116.0,66.0,42.0,44.0,18.0,6.0
GCall_005924,430,620,612.0,746.0,814.0,702.0,688.0,772.0,672.0,436.0
GCall_002015,432,494,488.0,478.0,430.0,366.0,292.0,260.0,298.0,172.0
GCall_000894,430,360,288.0,194.0,144.0,116.0,100.0,42.0,36.0,20.0
GCfix_007512,430,490,548.0,568.0,590.0,506.0,514.0,568.0,448.0,378.0
GCfix_001049,428,504,560.0,708.0,726.0,664.0,658.0,842.0,700.0,538.0
GCall_003959,430,140,56.0,42.0,32.0,18.0,14.0,20.0,20.0,6.0
GCfix_011795,426,292,226.0,110.0,74.0,34.0,24.0,26.0,12.0,8.0
GCfix_008239,424,422,326.0,272.0,180.0,128.0,70.0,50.0,50.0,28.0
GCfix_000253,426,290,156.0,88.0,50.0,38.0,34.0,42.0,20.0,18.0
GCall_010694,424,492,442.0,518.0,578.0,482.0,484.0,518.0,486.0,294.0
GCall_006569,426,272,158.0,84.0,40.0,18.0,22.0,32.0,8.0,4.0
GCfix_003579,424,602,634.0,744.0,774.0,706.0,674.0,816.0,752.0,474.0
GCfix_001592,426,106,26.0,14.0,12.0,8.0,8.0,4.0,2.0,2.0
GCfix_002482,422,222,90.0,58.0,22.0,14.0,12.0,6.0,4.0,6.0
GCall_009697,424,336,234.0,220.0,134.0,82.0,48.0,46.0,36.0,20.0
GCfix_008952,418,214,98.0,74.0,42.0,28.0,32.0,10.0,22.0,10.0
GCall_002159,422,242,116.0,80.0,42.0,22.0,16.0,18.0,10.0,4.0
GCall_001865,420,550,616.0,604.0,616.0,598.0,596.0,686.0,588.0,516.0
GCall_000123,418,222,80.0,44.0,34.0,12.0,14.0,12.0,8.0,12.0
GCall_010215,418,534,530.0,600.0,664.0,574.0,556.0,582.0,604.0,460.0
GCall_009953,418,116,26.0,18.0,8.0,6.0,0.0,8.0,10.0,2.0
GCall_000703,420,332,256.0,140.0,112.0,56.0,38.0,40.0,26.0,8.0
GCfix_004076,412,634,650.0,918.0,844.0,888.0,894.0,1102.0,1032.0,854.0
GCall_008705,418,450,464.0,494.0,466.0,388.0,320.0,368.0,340.0,202.0
GCfix_005678,414,558,612.0,782.0,820.0,802.0,824.0,950.0,936.0,692.0
GCfix_004684,416,440,378.0,404.0,348.0,252.0,262.0,168.0,146.0,96.0
GCall_011701,412,518,506.0,636.0,702.0,622.0,620.0,652.0,606.0,432.0
GCall_003582,414,26,6.0,10.0,8.0,8.0,4.0,6.0,4.0,0.0
GCall_011580,408,28,12.0,4.0,2.0,4.0,4.0,2.0,0.0,6.0
GCall_008580,410,306,230.0,206.0,130.0,82.0,54.0,44.0,30.0,12.0
GCall_003922,412,566,662.0,812.0,822.0,704.0,698.0,898.0,804.0,602.0
GCfix_009804,410,536,586.0,724.0,714.0,632.0,674.0,732.0,640.0,494.0
GCfix_001466,412,242,140.0,130.0,86.0,38.0,52.0,32.0,14.0,12.0
GCfix_002651,408,388,240.0,212.0,180.0,98.0,44.0,48.0,26.0,10.0
GCall_008239,408,390,464.0,472.0,494.0,368.0,338.0,370.0,342.0,200.0
GCall_011014,404,20,18.0,8.0,14.0,6.0,2.0,0.0,4.0,0.0
GCfix_002913,406,168,40.0,32.0,14.0,16.0,6.0,8.0,2.0,6.0
GCfix_010039,404,330,214.0,212.0,96.0,42.0,44.0,24.0,20.0,6.0
GCall_002851,402,130,34.0,14.0,22.0,12.0,8.0,14.0,10.0,14.0
GCfix_001324,404,92,36.0,10.0,4.0,6.0,8.0,6.0,0.0,2.0
GCall_000752,402,334,222.0,160.0,118.0,102.0,42.0,60.0,40.0,20.0
GCfix_011289,402,518,402.0,538.0,506.0,414.0,334.0,340.0,340.0,194.0
GCall_011257,398,146,44.0,42.0,18.0,24.0,8.0,24.0,12.0,12.0
GCall_009760,404,542,628.0,716.0,724.0,762.0,626.0,798.0,752.0,554.0
GCall_009296,402,54,18.0,12.0,6.0,4.0,6.0,0.0,4.0,2.0
GCall_002514,400,358,338.0,286.0,178.0,118.0,86.0,88.0,78.0,44.0
GCall_002046,400,292,122.0,98.0,42.0,36.0,18.0,26.0,16.0,16.0
GCfix_000276,400,10,4.0,2.0,4.0,4.0,0.0,6.0,0.0,0.0
GCall_006538,398,38,6.0,8.0,2.0,4.0,4.0,8.0,0.0,0.0
GCfix_006046,396,540,648.0,704.0,820.0,742.0,684.0,800.0,804.0,594.0
GCall_007852,394,290,274.0,228.0,218.0,92.0,64.0,46.0,56.0,26.0
GCfix_010822,396,520,464.0,592.0,554.0,378.0,406.0,448.0,440.0,280.0
GCall_001437,392,352,308.0,308.0,254.0,206.0,194.0,140.0,122.0,52.0
GCfix_001423,392,488,652.0,748.0,724.0,778.0,746.0,1022.0,944.0,694.0
GCfix_000765,390,320,266.0,282.0,232.0,200.0,194.0,194.0,130.0,66.0
GCfix_006557,390,142,50.0,20.0,2.0,2.0,0.0,0.0,0.0,0.0
GCfix_001301,392,436,374.0,580.0,540.0,458.0,310.0,354.0,358.0,182.0
GCall_008644,390,520,640.0,684.0,730.0,750.0,752.0,818.0,870.0,584.0
GCall_008392,392,82,22.0,26.0,24.0,18.0,14.0,8.0,22.0,12.0
GCall_004341,388,170,170.0,144.0,84.0,40.0,30.0,26.0,28.0,6.0
GCall_000918,390,474,452.0,462.0,400.0,296.0,296.0,250.0,214.0,128.0
GCall_011148,388,418,500.0,472.0,562.0,414.0,468.0,580.0,446.0,328.0
GCall_010909,386,302,228.0,174.0,154.0,110.0,54.0,44.0,24.0,20.0
GCall_005091,386,346,272.0,184.0,122.0,104.0,56.0,54.0,28.0,28.0
GCfix_008175,384,376,300.0,246.0,208.0,166.0,140.0,96.0,64.0,28.0
GCfix_009980,384,542,520.0,634.0,710.0,604.0,648.0,622.0,622.0,432.0
GCall_010217,392,542,542.0,694.0,702.0,678.0,672.0,704.0,678.0,456.0
GCall_008851,384,300,232.0,176.0,154.0,118.0,60.0,40.0,24.0,20.0
GCfix_003441,382,60,38.0,6.0,10.0,8.0,2.0,8.0,8.0,4.0
GCfix_000662,382,304,230.0,180.0,116.0,68.0,48.0,46.0,32.0,16.0
GCall_005804,384,552,588.0,708.0,794.0,636.0,614.0,636.0,676.0,500.0
GCfix_009530,380,434,458.0,512.0,430.0,422.0,340.0,376.0,332.0,224.0
GCall_006409,378,290,212.0,198.0,80.0,48.0,32.0,36.0,42.0,16.0
GCall_005534,380,124,40.0,26.0,14.0,8.0,2.0,6.0,20.0,6.0
GCfix_009682,380,478,594.0,666.0,656.0,576.0,568.0,604.0,544.0,406.0
GCall_002469,378,52,14.0,6.0,6.0,6.0,6.0,2.0,8.0,4.0
GCfix_007818,374,300,192.0,86.0,88.0,42.0,38.0,28.0,26.0,12.0
GCfix_008651,374,194,68.0,32.0,12.0,6.0,4.0,2.0,0.0,0.0
GCall_002631,372,194,98.0,40.0,16.0,14.0,8.0,8.0,8.0,2.0
GCfix_007858,374,340,228.0,218.0,192.0,104.0,92.0,74.0,46.0,28.0
GCall_009970,372,202,86.0,46.0,26.0,22.0,4.0,8.0,6.0,8.0
GCfix_006246,370,534,610.0,620.0,684.0,710.0,652.0,818.0,644.0,498.0
GCall_003265,370,376,474.0,608.0,640.0,576.0,522.0,644.0,566.0,466.0
GCfix_000468,366,174,90.0,30.0,24.0,18.0,4.0,10.0,8.0,4.0
GCall_007574,366,456,472.0,630.0,634.0,642.0,634.0,794.0,756.0,634.0
GCfix_008322,364,80,18.0,20.0,16.0,16.0,12.0,8.0,2.0,14.0
GCall_000432,364,124,20.0,12.0,18.0,6.0,12.0,8.0,6.0,4.0
GCfix_007293,362,318,364.0,322.0,244.0,166.0,160.0,102.0,104.0,64.0
GCall_006580,362,444,490.0,446.0,484.0,402.0,328.0,388.0,300.0,244.0
GCfix_010724,358,138,32.0,10.0,14.0,14.0,6.0,12.0,10.0,0.0
GCfix_010995,356,280,166.0,140.0,76.0,36.0,18.0,30.0,22.0,20.0
GCfix_006748,356,498,488.0,622.0,684.0,678.0,536.0,692.0,700.0,486.0
GCfix_007432,356,244,204.0,194.0,158.0,98.0,62.0,66.0,34.0,40.0
GCall_011870,354,198,48.0,28.0,8.0,10.0,2.0,4.0,6.0,0.0
GCall_007900,354,264,184.0,128.0,108.0,68.0,32.0,20.0,24.0,24.0
GCall_005794,354,64,10.0,6.0,8.0,4.0,2.0,6.0,2.0,8.0
GCfix_005514,352,54,10.0,4.0,2.0,2.0,2.0,4.0,8.0,0.0
GCall_002381,352,216,192.0,180.0,170.0,92.0,90.0,64.0,78.0,36.0
GCfix_008713,354,78,12.0,6.0,4.0,4.0,14.0,4.0,4.0,6.0
GCall_010756,348,444,524.0,600.0,584.0,542.0,504.0,526.0,564.0,436.0
GCall_002145,348,104,24.0,14.0,16.0,2.0,16.0,4.0,4.0,2.0
GCfix_002761,348,78,10.0,18.0,4.0,12.0,2.0,6.0,8.0,8.0
GCfix_005470,346,212,168.0,136.0,140.0,86.0,92.0,76.0,58.0,22.0
GCall_002611,344,270,276.0,224.0,222.0,138.0,88.0,132.0,98.0,48.0
GCall_009976,340,450,446.0,558.0,530.0,512.0,449.0,480.0,500.0,282.0
GCfix_003914,336,14,6.0,4.0,2.0,0.0,0.0,2.0,0.0,2.0
GCall_000765,338,112,82.0,36.0,16.0,24.0,10.0,20.0,4.0,2.0
GCall_011139,334,374,412.0,444.0,438.0,304.0,318.0,302.0,310.0,184.0
GCall_008298,334,444,460.0,596.0,634.0,552.0,494.0,608.0,616.0,356.0
GCall_005506,332,240,270.0,310.0,226.0,160.0,140.0,170.0,150.0,90.0
GCall_003420,332,170,118.0,74.0,54.0,32.0,20.0,22.0,10.0,10.0
GCall_005901,334,138,46.0,40.0,28.0,10.0,4.0,12.0,10.0,6.0
GCall_001874,330,46,6.0,2.0,6.0,4.0,8.0,4.0,8.0,4.0
GCfix_001024,328,130,42.0,10.0,10.0,12.0,6.0,4.0,0.0,6.0
GCall_010432,326,50,8.0,4.0,6.0,6.0,2.0,4.0,2.0,2.0
GCfix_006488,326,330,318.0,358.0,298.0,256.0,218.0,234.0,166.0,92.0
GCfix_000338,322,38,8.0,0.0,4.0,2.0,8.0,6.0,14.0,10.0
GCall_007634,322,314,266.0,258.0,174.0,94.0,98.0,82.0,78.0,44.0
GCall_007645,320,136,130.0,100.0,78.0,40.0,26.0,10.0,16.0,10.0
GCall_011493,304,10,12.0,8.0,10.0,0.0,0.0,0.0,0.0,2.0
GCall_008335,302,110,94.0,64.0,60.0,14.0,10.0,18.0,14.0,0.0
GCfix_004325,298,138,124.0,84.0,80.0,36.0,40.0,30.0,16.0,10.0
GCfix_010005,296,18,0.0,8.0,2.0,2.0,6.0,0.0,2.0,2.0
GCfix_006234,296,18,4.0,0.0,0.0,6.0,4.0,6.0,2.0,4.0
GCall_001350,292,54,8.0,0.0,4.0,4.0,14.0,8.0,4.0,0.0
GCall_009982,288,14,12.0,8.0,2.0,0.0,2.0,2.0,0.0,0.0
GCfix_010027,288,114,134.0,82.0,70.0,36.0,22.0,24.0,16.0,18.0
GCall_002337,286,30,6.0,4.0,6.0,2.0,0.0,2.0,2.0,0.0
GCall_008869,278,412,422.0,552.0,480.0,414.0,404.0,474.0,472.0,264.0
GCfix_002574,276,18,8.0,18.0,10.0,6.0,6.0,6.0,8.0,8.0
GCall_006796,272,6,0.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0
GCfix_008854,270,22,8.0,0.0,6.0,0.0,2.0,6.0,4.0,0.0
GCall_007775,268,298,314.0,410.0,322.0,274.0,248.0,272.0,226.0,156.0
GCall_001492,266,20,6.0,6.0,6.0,2.0,2.0,0.0,0.0,2.0
GCall_003056,258,38,28.0,10.0,14.0,10.0,6.0,16.0,12.0,6.0
GCfix_005042,258,14,4.0,0.0,2.0,0.0,2.0,4.0,2.0,0.0
GCall_009316,258,42,22.0,8.0,8.0,6.0,8.0,2.0,10.0,6.0
GCall_007813,252,10,2.0,4.0,4.0,0.0,2.0,4.0,0.0,0.0
GCfix_008711,250,16,2.0,2.0,4.0,4.0,0.0,2.0,0.0,4.0
GCfix_010726,246,14,6.0,12.0,6.0,4.0,6.0,2.0,6.0,0.0
GCall_005716,238,182,130.0,86.0,72.0,40.0,30.0,22.0,28.0,12.0
GCfix_000658,230,16,10.0,4.0,8.0,4.0,2.0,2.0,0.0,0.0
GCfix_000120,230,10,4.0,2.0,6.0,2.0,2.0,2.0,0.0,0.0
GCfix_008781,208,80,64.0,52.0,34.0,8.0,16.0,14.0,10.0,2.0
GCfix_006126,206,6,8.0,4.0,6.0,2.0,2.0,0.0,4.0,0.0
GCfix_009742,200,88,56.0,52.0,22.0,12.0,12.0,14.0,6.0,4.0
GCfix_003525,184,22,6.0,0.0,2.0,4.0,2.0,6.0,0.0,0.0
GCall_009807,134,6,4.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0
GCfix_004141,108,46,40.0,26.0,20.0,16.0,8.0,14.0,2.0,8.0
GCfix_001579,136,180,236.0,256.0,338.0,334.0,334.0,414.0,378.0,312.0
GCall_006686,92,4,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0
